seed,epoch,train_loss,train_accuracy,train_f1,train_kappa,train_precision_0,train_precision_1,train_recall_0,train_recall_1,train_roc_auc,train_pr_auc,train_specificity,test_loss,test_accuracy,test_f1,test_kappa,test_precision_0,test_precision_1,test_recall_0,test_recall_1,test_roc_auc,test_pr_auc,test_specificity,lr
123456,1,0.38197284433719003,0.797016806722689,0.8399483169891333,0.563246206761276,0.6867667121418827,0.8660290350128096,0.7624038286787423,0.8153925320811758,0.8640422190846307,0.9174550757365305,0.7624038286787423,0.4725245089359225,0.7966237942122186,0.8638786989483982,0.4704721684340968,0.4906375918464091,0.9330163761225568,0.7655325443786982,0.804280510018215,0.8472080591662087,0.9549560101937007,0.7655325443786982,4.267766952966369e-05
123456,2,0.3971568810152943,0.8233613445378152,0.8703389569133023,0.5947974543206522,0.7924460171878385,0.8360442034782093,0.6647482886048343,0.9075676197214807,0.8863639492082713,0.9303608466994375,0.6647482886048343,0.49614347959358424,0.831774334989769,0.8953636363636364,0.46653330804351656,0.5754504504504504,0.8937386569872958,0.5669378698224852,0.8969945355191257,0.8297722257250947,0.9481076968955555,0.5669378698224852,3.456708580912725e-05
123456,3,0.3417984875836325,0.8077731092436975,0.8404589203515135,0.6029764554500376,0.672367742842416,0.9178186526524239,0.8692675834494457,0.775126234200624,0.889483803644108,0.931668333217599,0.8692675834494457,0.50421216440516,0.7373574978076586,0.8161824877250409,0.37988578467706247,0.41294992175273865,0.9308212785814279,0.7806952662721893,0.7266848816029143,0.8386738327351506,0.9517675780778013,0.7806952662721893,2.5e-05
123456,4,0.3247536565975302,0.834390756302521,0.8680382342601738,0.6467503089758493,0.7274741506646972,0.9051459293394777,0.8354031622947841,0.8338532788730583,0.8991639043320834,0.9365558186195063,0.8354031622947841,0.502803081275053,0.754457760888629,0.832485791205504,0.3879425552382355,0.42878853669127226,0.9196959682749505,0.7303994082840237,0.7603825136612021,0.8232357985471164,0.9448951857749731,0.7303994082840237,1.5432914190872757e-05
123456,5,0.3112849706187877,0.8306932773109243,0.8649970684311918,0.6390716271962373,0.7223391935993262,0.9026641493601846,0.8313442781850124,0.8303476666773872,0.900146324959094,0.9372255691911033,0.8313442781850124,0.5152347682081478,0.776454253142356,0.849909229184044,0.4222123220459729,0.45855708615456453,0.9212849696840761,0.7263313609467456,0.7887978142076503,0.8224664970468092,0.9449116276690056,0.7263313609467456,7.3223304703363135e-06
123456,6,0.3049631627337207,0.8267016806722689,0.8590372357695791,0.636429988421646,0.7046693764251016,0.9164661270327427,0.8612103955897498,0.8083813076898337,0.9045239802609224,0.9411919693978594,0.8612103955897498,0.5417994660771993,0.7483192049108448,0.826655929132273,0.3855038473277538,0.42285237698081735,0.9239423942394239,0.75,0.7479052823315119,0.8226882558120736,0.9451074444036056,0.75,1.9030116872178316e-06
123456,7,0.30322193840665695,0.8419117647058824,0.8755190154009032,0.6594540312723023,0.7461901107334722,0.9013897404455344,0.8246198582419579,0.8510918856334223,0.9045979789766141,0.9420397234089486,0.8246198582419579,0.5393431009718939,0.7782812043262204,0.8523313540348486,0.41592533614367977,0.45993200582807187,0.9153251097637466,0.7004437869822485,0.7974499089253188,0.8187757326392257,0.9437446684950286,0.7004437869822485,0.0
987654321,0,0.46300938267922936,0.7449032932566649,0.7732747221328758,0.5028557971254044,0.5740837306317044,0.9452599388379205,0.9248169926797072,0.6542392356071601,0.8652896251916841,0.933660555858629,0.9248169926797072,0.5004743180784678,0.6726138922570587,0.7537780093798854,0.30639765848969913,0.3811357074109721,0.911037631868997,0.7779960707269156,0.6428174647261415,0.7933444635817588,0.9320624913859183,0.7779960707269156,4.8096988312782174e-05
987654321,1,0.39466891925658165,0.7970766818126985,0.8375476830465645,0.5702838007557637,0.6589139790145544,0.895412465154696,0.8176527061082444,0.7867077890662796,0.8864693675192581,0.9420098522309811,0.8176527061082444,0.4786887682405197,0.6611813615104798,0.7530614821360939,0.24417814242123292,0.35472901168969184,0.8719485455342786,0.6557956777996071,0.6627041439840018,0.7825706115605143,0.9299264802683014,0.6557956777996071,4.267766952966369e-05
987654321,2,0.36121212398893154,0.8024448108086373,0.844716963241569,0.5747903204827317,0.6750972762645915,0.8847911011057406,0.7911916476659067,0.808115626511853,0.8847014121856601,0.938635512299188,0.7911916476659067,0.47314964142990196,0.7060453836826607,0.7927454811919883,0.30411379375388214,0.39822584512107406,0.880135593220339,0.6526522593320235,0.7211420953227419,0.8117166418313266,0.9394640105872192,0.6526522593320235,3.456708580912725e-05
987654321,3,0.3502579909252366,0.8080743093811573,0.8469849004584362,0.5921005060531921,0.6743047395221309,0.9012758408951355,0.8263530541221649,0.7988630865989357,0.8935901494477777,0.9434146473659695,0.8263530541221649,0.4929482785563099,0.6898492984583405,0.7778398163657795,0.28678650276105233,0.3830171635049684,0.8807249227311043,0.6664047151277014,0.6964781690923231,0.804061980452292,0.9360599335166644,0.6664047151277014,2.5e-05
987654321,4,0.33219825940510056,0.8269331295990993,0.8647306556037463,0.6255846976315966,0.7101282987378742,0.9002093966758278,0.8169926797071883,0.8319424286405418,0.9023647484360913,0.9470669344119944,0.8169926797071883,0.47148144871342024,0.7660661701021999,0.8351541043637474,0.44563051571998524,0.4812590100913023,0.9265980498374865,0.787033398821218,0.7601377624708365,0.8379836861610443,0.9466987812069074,0.787033398821218,1.5432914190872757e-05
987654321,5,0.3235544830391337,0.820338574128433,0.8594703403157828,0.6115854304160264,0.7010716886900427,0.8954646742692358,0.8085923436937478,0.8262578616352201,0.9036660740740224,0.9472049357978518,0.8085923436937478,0.49424714868840214,0.7412090767365321,0.8162587627598081,0.3952614028792678,0.44830805134189033,0.9140614240462747,0.7548133595284873,0.7373625152760804,0.8384195905759434,0.945691600854112,0.7548133595284873,7.3223304703363135e-06
987654321,6,0.31646734172571406,0.8415698258876513,0.8796321754804021,0.6480082880257054,0.7532864391143912,0.8888374390319195,0.7839313572542902,0.870615626511853,0.9052889664570618,0.9483225808829667,0.7839313572542902,0.5203683894558506,0.7972457994110514,0.8622049561480958,0.4837326576795371,0.5286677908937606,0.9168753129694541,0.7390962671905698,0.8136873680702145,0.8362288276635492,0.9454883033586106,0.7390962671905698,1.9030116872178316e-06
987654321,7,0.30884292151676707,0.8334472636615867,0.8704653490117589,0.6380364325937447,0.7222398981864461,0.901360103626943,0.8172326893075723,0.8416182873730044,0.9065905161605594,0.9490577000596407,0.8172326893075723,0.5108340922794475,0.791356313874935,0.8563249239577742,0.4828923789117511,0.517989417989418,0.9244141127993819,0.7693516699410609,0.7975780468836796,0.8378701209579638,0.9459424856867342,0.7693516699410609,0.0
31415926,0,0.4145480236792048,0.8114844830994268,0.8595165495602988,0.5731641925470676,0.6979668586202844,0.8690277612295961,0.7298310291858678,0.850211277866822,0.8847721558623873,0.9452517566023844,0.7298310291858678,0.5311864137351513,0.7029175238451468,0.7923393685861821,0.270947343800126,0.4617824294322867,0.8037395570879193,0.49591280653950953,0.7812580562000515,0.7261328158750431,0.8776681514148701,0.49591280653950953,4.8096988312782174e-05
31415926,1,0.39593932171207125,0.8355208539237003,0.8788633154270574,0.6227464892972756,0.7452818551868755,0.8780835466604607,0.7424884792626728,0.8796444703482442,0.898495250360747,0.9508342854198403,0.7424884792626728,0.5274957817047834,0.7108659061155789,0.8006704486848891,0.2744622710747452,0.47346938775510206,0.8008769667268506,0.47411444141689374,0.8004640371229699,0.686340938913018,0.8513151793643406,0.47411444141689374,4.267766952966369e-05
31415926,2,0.35675784813745615,0.8247875074125322,0.8612224448897795,0.6271745974228848,0.6761755336851614,0.9305409885983016,0.8738556067588326,0.8015153722861722,0.9125974690525319,0.9580542310320708,0.8738556067588326,0.5102972503555938,0.6745838788105479,0.7578962014748852,0.2711735018614735,0.43330063756743503,0.8233071342200725,0.6018392370572208,0.7021139468935292,0.7330936361375759,0.8767156230574715,0.6018392370572208,3.456708580912725e-05
31415926,3,0.3379277553515223,0.8268234829017592,0.8637289822836789,0.6291764503233486,0.6822547783060057,0.9262409927942354,0.864147465437788,0.8091213754917674,0.9060663461071445,0.9550941054125395,0.864147465437788,0.5124442647891119,0.6740228165326351,0.7575125208681135,0.26977898794124955,0.432531894013739,0.8227561196736174,0.6004768392370572,0.7018561484918794,0.7313543310833925,0.878413644781438,0.6004768392370572,2.5e-05
31415926,4,0.32793450992567297,0.8366277920537656,0.8727227928607727,0.6467259272980401,0.7005709134615384,0.9253477891711841,0.8595391705069124,0.8257613288649279,0.9075865019417777,0.9536541039354987,0.8595391705069124,0.5047363359129522,0.6900130914531513,0.7725245316681534,0.2924329632186039,0.4511472028873421,0.8259721203228173,0.5960490463215259,0.725573601443671,0.7193247999955042,0.8694361702476185,0.5960490463215259,1.5432914190872757e-05
31415926,5,0.3163819646040719,0.8525795611780984,0.8891893498157614,0.6692885243298804,0.7504687233679904,0.9070599290672648,0.8116129032258065,0.8720093253679149,0.9178315824767063,0.9595775124232044,0.8116129032258065,0.5521580269276164,0.7161959977557509,0.8008138084924854,0.30797286346526376,0.48460342146189733,0.8157507688193609,0.5306539509536785,0.7864140242330497,0.7139253678895584,0.8671070598577254,0.5306539509536785,7.3223304703363135e-06
31415926,6,0.31956160326253435,0.8523818936548725,0.8901279976460204,0.6653205560142043,0.7600236197224682,0.8988560392215124,0.7908448540706605,0.8815678274806936,0.9193026261394557,0.9605691386864254,0.7908448540706605,0.5764930889203097,0.7232092762296615,0.808041504539559,0.3121318388188523,0.49604221635883905,0.8131036282954842,0.5122615803814714,0.803042021139469,0.7091555267200669,0.8625768936299621,0.5122615803814714,1.9030116872178316e-06
31415926,7,0.3050779609840618,0.8454635303419649,0.8803599302176108,0.6637359633267434,0.7161920343575847,0.9269440237182173,0.8607066052227342,0.8382340084511146,0.9210231036974914,0.9608873757850687,0.8607066052227342,0.5322797877778066,0.6944080792968019,0.777868406742795,0.2930067941601393,0.4556149732620321,0.8228357779695139,0.5803814713896458,0.7375612271203918,0.7106536945601728,0.863001840910968,0.5803814713896458,0.0
27182818,0,0.4156334858890848,0.7844499803330274,0.8461826347305389,0.48758311028375445,0.5917375455650061,0.8766963939511438,0.6967095851216023,0.8177215189873418,0.848207000174096,0.9367999128216666,0.6967095851216023,0.4649555528428836,0.7512562814070352,0.7889356584485869,0.48670153964249374,0.7260699117935315,0.7676595744680851,0.6705385427666315,0.8114247160688182,0.8406193972668845,0.8891831809683117,0.6705385427666315,4.8096988312782174e-05
27182818,1,0.40387147881270535,0.7577247497924042,0.8073735601230085,0.500757245855487,0.5349544072948328,0.9531525618410797,0.9092354156731839,0.7002712477396021,0.8872378534966137,0.9549132306499515,0.9092354156731839,0.49104783105927396,0.7683932482927458,0.7752422632072523,0.54245321951162,0.680166270783848,0.8729935229512813,0.8639312113440941,0.6971775553806364,0.8274138995523742,0.8764324350092646,0.8639312113440941,4.267766952966369e-05
27182818,2,0.37927082041442445,0.8326122110047638,0.8834980988593156,0.5863901896658468,0.68655245603396,0.8917715689284618,0.7198378636146876,0.8753767329716697,0.8934307926140743,0.9563272295365342,0.7198378636146876,0.47931839088052214,0.7260662285787914,0.7733475479744136,0.42955455733827896,0.7101679929266136,0.7351778656126482,0.6058228993815055,0.8156977397953447,0.8114444864920514,0.8531634099910784,0.6058228993815055,3.456708580912725e-05
27182818,3,0.35443449829519075,0.8376600673047506,0.8829765449017847,0.6198108358889473,0.6666666666666666,0.9248919248919248,0.8191066603083771,0.8446955997588909,0.9054743414844191,0.9623924059374831,0.8191066603083771,0.4610323450055931,0.7417858523386162,0.7779993353273513,0.46961673463763776,0.7060210658701462,0.766619364698177,0.6774777492834515,0.7897222534577758,0.8284978123700155,0.8749430593782862,0.6774777492834515,2.5e-05
27182818,4,0.3418260035461967,0.8440846116865521,0.8897984400339795,0.6239240631117022,0.6918363034443896,0.9125613812767306,0.7806390081068193,0.8681434599156118,0.9040478379851083,0.9607573016150391,0.7806390081068193,0.48166489825988434,0.7689730704806081,0.7984034180346301,0.5278844157839483,0.7295910668477441,0.7983136593591905,0.7293709458440187,0.7984931968964354,0.8182092196599531,0.8484402568259404,0.7293709458440187,1.5432914190872757e-05
27182818,5,0.3269303022412491,0.8510117564791748,0.8946538936959209,0.6408457138152697,0.7026437913092392,0.9179137603043754,0.7942298521697664,0.8725437010247137,0.9139914002599847,0.9658404109809388,0.7942298521697664,0.4841824631912604,0.7756088132972555,0.8068112485440124,0.5393128891999421,0.7463200751644222,0.7960814360770578,0.7189621360687887,0.8178342516586079,0.829336575332174,0.8665045678019979,0.7189621360687887,7.3223304703363135e-06
27182818,6,0.31334600358031656,0.8523665923692146,0.8944539915638181,0.6500037527728917,0.6950843825341548,0.9285436263379825,0.8249085995867111,0.8627787823990356,0.9178861640513458,0.9677589971181315,0.8249085995867111,0.497677397811034,0.7788300476742688,0.8050428758021466,0.5495759141849681,0.7347928298560094,0.8132170720513997,0.7544124302308041,0.7970313729899922,0.8272064670165475,0.8624069482295884,0.7544124302308041,1.9030116872178316e-06
27182818,7,0.310724909083296,0.8366548664831083,0.8801564779632213,0.6269940824940592,0.6541131027823043,0.9402596512862672,0.8613892862819902,0.8272754671488849,0.9186671229381431,0.967922716816059,0.8613892862819902,0.499746997339792,0.7776059786110038,0.7978449285546967,0.5516561787193286,0.7164463823409184,0.8324575339117684,0.7931814753356464,0.7659957269762735,0.8263268740168752,0.8609096502596377,0.7931814753356464,0.0
1618033,0,0.42977941785922674,0.807057484348321,0.8622240908135379,0.5408187512461489,0.7095890410958904,0.8462025142354138,0.6494890602470065,0.8788640649105766,0.8646682569892896,0.9323871019888835,0.6494890602470065,0.5490766510247705,0.7265511567128061,0.7994889630207964,0.3697195521605996,0.5656504678539088,0.8025078369905956,0.5748466257668712,0.7964927167303069,0.799774070709621,0.8936955659815831,0.5748466257668712,4.8096988312782174e-05
1618033,1,0.38535024668344264,0.816517182501521,0.8640481626361481,0.5822139602362055,0.6920525948336048,0.8798756108396268,0.7457212713936431,0.8487800697103023,0.8879180555418686,0.9471652241684039,0.7457212713936431,0.5580790965784207,0.693834091569064,0.7595591030026606,0.34468341998938434,0.5114198257593595,0.8211702827087443,0.6662576687116565,0.7065478715881771,0.7841702000654188,0.8836953624878298,0.6662576687116565,4.267766952966369e-05
1618033,2,0.3594723682504392,0.7922006555060546,0.8327118751184984,0.566501743896201,0.6183206106870229,0.9314952279957582,0.8785029151777318,0.7528712644991715,0.8953534707785006,0.9476302742770917,0.8785029151777318,0.5395626886317648,0.6583099409544091,0.7092735957832318,0.32120085055501246,0.47433460076045625,0.8491421810293828,0.7653374233128835,0.6089661999717154,0.7698740123185256,0.8758332180305619,0.7653374233128835,3.456708580912725e-05
1618033,3,0.33675797005748775,0.8345337860381136,0.8729524871535993,0.6377980712512533,0.6918954782076145,0.9236582799196403,0.8499153658077864,0.8275241414776299,0.9076437721743913,0.9551932263604761,0.8499153658077864,0.5401024017244554,0.7019649598296389,0.7589823874755381,0.38009035488135967,0.5195591095742381,0.8499298737727911,0.7374233128834355,0.6856173101400085,0.7772789228968578,0.8810864881024585,0.7374233128834355,2.5e-05
1618033,4,0.3472515991477659,0.7913763664553608,0.8291820665273983,0.5717444028279863,0.6121390937829294,0.9475539885412075,0.9104758322362234,0.7371007371007371,0.9104086347362631,0.9559893856105837,0.9104758322362234,0.5763488622767061,0.6588907172587358,0.7004420265215913,0.3400502393906566,0.4765874423554452,0.8779032601747283,0.8242331288343558,0.5826615754490171,0.772237550246275,0.8749355195305311,0.8242331288343558,1.5432914190872757e-05
1618033,5,0.32180135166197715,0.8052322728789276,0.8437657430730479,0.592264406991815,0.6343213728549142,0.9396872150922224,0.8921697699203812,0.7656133935203703,0.9122831991570264,0.9566390292693003,0.8921697699203812,0.581511887250212,0.6628593553383022,0.710064097228003,0.33631187708237886,0.479309704954537,0.8630109267503036,0.7923312883435583,0.6031678687597228,0.7739678527954412,0.8749042930775145,0.7923312883435583,7.3223304703363135e-06
1618033,6,0.3095322954572455,0.8348085490550115,0.8722005435690318,0.6412805306590446,0.6874688961879168,0.9307495382222366,0.8660272083254968,0.8205816810467973,0.9174604810728083,0.9601245680292572,0.8660272083254968,0.601532762925595,0.6983835059529572,0.7521081941129674,0.3820495225037477,0.5149006622516556,0.8596108383342426,0.7631901840490798,0.6685051619290058,0.775554563572112,0.8760069615959281,0.7631901840490798,1.9030116872178316e-06
1618033,7,0.3010328206048918,0.8434635840872962,0.8812883252961838,0.6527321368564495,0.7124740235519795,0.9198409246256136,0.8382546548805717,0.8458373807211017,0.9171859864274716,0.9600259284883106,0.8382546548805717,0.6140516509108986,0.6989642822572839,0.7578258838187198,0.3707175988038518,0.5164473684210527,0.8431814243631953,0.7223926380368099,0.6881629189647858,0.7747944815642913,0.8746930980906359,0.7223926380368099,0.0
